cidade,area,quartos,banheiros,garagem,valor(R$)
Belo Horizonte,98,2,1,0,316600
São Paulo,40,1,1,0,204600
São Paulo,65,1,1,0,313000
São Paulo,70,1,1,0,352800
Porto Alegre,55,1,1,1,747400
São Paulo,129,3,4,3,923200
Porto Alegre,46,1,1,1,209200
Porto Alegre,225,4,4,2,1135200
São Paulo,215,3,1,1,1078200
São Paulo,100,3,3,2,430200
Campinas,68,1,1,1,332200
São Paulo,82,3,1,1,467200
Rio de Janeiro,90,2,3,0,571600
São Paulo,250,5,2,6,2110300
São Paulo,392,4,4,4,2280100
Rio de Janeiro,134,3,4,2,1891400
Campinas,53,2,1,1,168600
Rio de Janeiro,165,2,2,0,508800
São Paulo,59,2,1,1,421000
Porto Alegre,55,1,1,1,260800
Rio de Janeiro,80,2,2,1,524800
Rio de Janeiro,71,2,1,1,864200
Porto Alegre,200,3,3,2,1252600
São Paulo,47,1,1,0,346400
São Paulo,78,1,1,2,1674800
Porto Alegre,70,2,1,0,355200
Belo Horizonte,44,1,1,1,858400
São Paulo,56,2,1,1,388000
Belo Horizonte,70,3,2,2,404200
São Paulo,150,3,3,2,1168600
Rio de Janeiro,60,1,1,0,723600
Belo Horizonte,200,3,4,4,1899000
São Paulo,250,4,5,4,2625700
São Paulo,250,4,5,3,1128200
Porto Alegre,40,1,1,1,285600
São Paulo,117,4,5,4,1090000
Campinas,104,3,1,0,265600
Rio de Janeiro,120,3,1,0,1118400
Belo Horizonte,125,3,2,0,916400
São Paulo,33,2,1,0,445000
Rio de Janeiro,99,3,2,1,963600
São Paulo,63,1,1,0,700600
Rio de Janeiro,43,2,1,0,535000
São Paulo,61,2,2,2,898800
Rio de Janeiro,76,2,2,1,1023000
Porto Alegre,52,2,1,1,279600
São Paulo,39,1,1,0,414400
Porto Alegre,126,3,1,1,699000
São Paulo,305,2,3,0,1846200
São Paulo,80,2,2,0,733200
Rio de Janeiro,85,2,1,1,454400
Porto Alegre,74,3,2,2,558800
Rio de Janeiro,130,3,2,1,761000
São Paulo,113,3,2,1,817800
São Paulo,108,2,1,3,1067200
São Paulo,270,4,4,4,2352300
São Paulo,111,3,4,3,1187800
Rio de Janeiro,142,3,2,1,976800
Porto Alegre,48,1,1,1,274600
São Paulo,76,3,2,2,586800
São Paulo,42,1,1,0,639200
São Paulo,500,4,5,4,3005900
São Paulo,375,4,4,4,2540100
Rio de Janeiro,690,4,5,2,3144200
São Paulo,172,4,4,3,2037800
Rio de Janeiro,15,1,1,0,142000
Rio de Janeiro,130,3,2,2,1849800
São Paulo,90,3,2,2,653400
Campinas,68,3,2,2,672200
São Paulo,260,4,4,4,3209500
São Paulo,87,2,3,2,1059600
São Paulo,80,2,1,0,304600
São Paulo,20,1,1,0,511000
São Paulo,140,2,1,2,1132000
São Paulo,45,2,1,1,311400
Campinas,230,3,4,4,2528200
São Paulo,125,3,3,2,1047800
Rio de Janeiro,80,2,1,0,437400
São Paulo,22,1,1,1,1059000
Campinas,280,4,3,3,473800
São Paulo,126,3,4,3,1264000
Porto Alegre,64,3,2,1,448800
Rio de Janeiro,70,2,1,1,984800
São Paulo,65,2,1,0,250600
Porto Alegre,98,3,1,0,310000
Belo Horizonte,136,3,3,2,640000
São Paulo,80,2,2,2,500600
Porto Alegre,54,2,1,1,273000
Porto Alegre,55,1,1,1,273000
Rio de Janeiro,190,3,2,1,1476600
São Paulo,130,3,2,2,1646200
São Paulo,54,2,1,1,536600
São Paulo,200,3,4,4,3324000
São Paulo,150,3,3,2,1249000
São Paulo,205,3,4,4,1685400
São Paulo,310,3,3,2,2111700
São Paulo,250,3,4,4,980400
São Paulo,60,2,1,1,222800
São Paulo,66,2,2,1,753600
São Paulo,176,3,4,3,2441900
Porto Alegre,48,1,1,0,320600
Rio de Janeiro,90,2,1,0,941800
Porto Alegre,67,2,2,1,405000
Belo Horizonte,55,2,1,1,214400
São Paulo,50,2,2,1,438000
Rio de Janeiro,140,3,1,1,1068600
Rio de Janeiro,18,1,1,0,306600
Belo Horizonte,120,4,3,2,658800
Campinas,50,1,1,0,234800
São Paulo,220,3,4,3,959200
São Paulo,25,1,1,1,1051600
Belo Horizonte,230,4,2,1,675600
São Paulo,80,2,1,0,446800
São Paulo,180,3,3,2,2076100
Rio de Janeiro,62,2,1,0,274000
Porto Alegre,440,3,2,3,2167800
São Paulo,200,3,3,3,1777800
Porto Alegre,180,3,2,3,1085000
Porto Alegre,300,8,3,0,1088200
Belo Horizonte,360,6,2,0,1357600
Rio de Janeiro,55,2,2,0,597200
São Paulo,400,4,6,4,3420100
São Paulo,19,1,1,0,251400
Porto Alegre,326,4,7,4,889600
São Paulo,240,4,4,3,2405600
Campinas,35,1,1,0,325000
Rio de Janeiro,110,3,1,0,611000
São Paulo,103,2,3,2,3323500
São Paulo,273,3,5,4,2958100
São Paulo,250,4,5,2,1691800
Porto Alegre,67,2,2,1,345400
São Paulo,45,1,1,1,1449200
São Paulo,19,1,1,0,243200
Rio de Janeiro,90,3,2,1,721400
São Paulo,143,3,3,2,2189600
São Paulo,75,2,1,1,761400
Rio de Janeiro,115,3,2,1,891000
Belo Horizonte,100,3,2,2,579200
São Paulo,63,2,2,1,955200
Rio de Janeiro,70,2,2,1,772600
Belo Horizonte,80,3,2,2,612000
São Paulo,215,3,4,2,1078800
Campinas,75,3,2,1,553800
São Paulo,35,1,1,0,314400
São Paulo,400,3,5,4,1758800
Porto Alegre,109,4,2,3,464400
Rio de Janeiro,75,2,2,1,518400
São Paulo,23,1,1,0,515400
São Paulo,172,4,3,2,1927200
São Paulo,73,2,2,1,568600
Porto Alegre,25,1,1,0,204600
Campinas,56,2,1,1,301600
São Paulo,96,2,1,2,525800
São Paulo,240,3,2,3,1297800
São Paulo,57,2,1,1,844000
Rio de Janeiro,130,3,2,1,2292300
São Paulo,35,1,1,1,888200
São Paulo,115,3,2,1,670200
Porto Alegre,45,2,1,0,234400
Rio de Janeiro,40,1,1,0,597000
Rio de Janeiro,95,3,1,1,1042000
São Paulo,60,2,2,1,1591400
Campinas,160,4,2,2,898200
São Paulo,315,3,4,3,1423800
Belo Horizonte,365,4,4,3,2575700
São Paulo,45,2,1,1,279600
Rio de Janeiro,108,2,1,0,530000
Campinas,76,3,2,2,559600
Belo Horizonte,140,4,3,2,1211600
Belo Horizonte,30,1,1,0,163400
Campinas,50,2,2,1,348600
São Paulo,16,1,1,0,174000
Porto Alegre,110,2,1,0,496600
São Paulo,270,4,4,4,2352300
São Paulo,125,3,1,0,705400
Campinas,46,2,1,1,255000
São Paulo,55,2,2,1,503000
São Paulo,82,3,2,2,496400
Rio de Janeiro,42,1,1,0,512400
Belo Horizonte,285,3,2,0,1514400
São Paulo,76,2,2,1,374600
Rio de Janeiro,338,4,2,2,911200
São Paulo,300,6,8,3,2596100
São Paulo,30,1,1,1,1271800
São Paulo,320,5,5,3,1741600
Porto Alegre,80,2,1,0,429800
São Paulo,43,1,1,0,300200
São Paulo,102,2,2,2,740000
São Paulo,47,2,1,1,272600
Rio de Janeiro,120,4,2,1,2882200
Belo Horizonte,178,3,3,3,1996400
São Paulo,27,1,1,0,299800
Rio de Janeiro,174,4,2,1,922600
São Paulo,40,1,1,1,430600
São Paulo,64,1,2,1,686600
Belo Horizonte,252,3,4,1,589800
Porto Alegre,85,2,1,0,267800
São Paulo,101,3,2,2,931400
Porto Alegre,44,1,2,0,322000
São Paulo,200,3,2,1,838000
Belo Horizonte,55,2,2,1,256600
São Paulo,200,4,3,3,1776400
São Paulo,240,3,3,3,1786600
Rio de Janeiro,90,3,2,1,941200
São Paulo,31,1,1,0,335400
Belo Horizonte,240,4,3,4,2026400
Belo Horizonte,118,4,3,3,756000
São Paulo,350,4,5,2,3178300
São Paulo,65,3,2,1,532800
Rio de Janeiro,145,3,2,1,1755000
São Paulo,93,3,2,2,930600
São Paulo,98,1,2,2,2167700
São Paulo,174,3,1,2,787800
São Paulo,160,4,4,3,1431200
São Paulo,200,4,5,3,1199400
São Paulo,80,2,2,2,420200
São Paulo,50,2,1,1,405800
Belo Horizonte,115,3,3,3,813800
São Paulo,20,1,1,0,511000
Campinas,12732,3,2,0,483400
São Paulo,38,1,1,0,681400
Porto Alegre,42,1,1,1,308600
São Paulo,380,2,4,0,2648000
Belo Horizonte,70,2,1,1,416600
São Paulo,37,1,1,1,582400
Rio de Janeiro,31,1,1,0,367000
São Paulo,156,2,4,2,2667700
São Paulo,100,3,3,2,1171200
Belo Horizonte,50,2,1,1,197200
São Paulo,116,2,2,2,1913400
São Paulo,25,1,1,0,252800
Belo Horizonte,260,4,5,0,3046200
Porto Alegre,102,2,1,0,426800
São Paulo,160,2,3,2,1197800
Belo Horizonte,95,3,2,2,657000
São Paulo,189,4,4,4,3059600
São Paulo,22,1,1,1,491800
São Paulo,400,4,3,3,1601200
Belo Horizonte,280,4,4,5,1564200
Porto Alegre,45,1,1,0,269200
São Paulo,50,2,1,1,405200
São Paulo,61,3,2,0,403200
Rio de Janeiro,100,2,2,1,496200
São Paulo,78,2,2,1,669000
Rio de Janeiro,140,3,2,1,1459800
São Paulo,220,3,4,2,1340000
Belo Horizonte,105,3,2,2,401000
Belo Horizonte,550,3,3,5,1594600
São Paulo,250,4,6,4,3711900
Rio de Janeiro,30,1,1,0,465600
Belo Horizonte,90,2,3,2,675600
São Paulo,110,2,3,2,849800
São Paulo,65,2,2,2,548600
São Paulo,160,1,4,2,911000
São Paulo,34,1,1,1,901600
Porto Alegre,65,2,1,1,300400
São Paulo,355,4,5,5,4773800
Belo Horizonte,100,2,1,0,729200
Campinas,320,3,3,2,2189800
Rio de Janeiro,42,1,1,0,497800
São Paulo,79,2,2,1,703600
São Paulo,130,2,2,2,1014600
São Paulo,84,2,2,0,1435400
Campinas,300,3,3,4,861800
São Paulo,74,2,1,1,474400
São Paulo,450,4,4,3,2509800
Porto Alegre,27,1,1,0,230000
São Paulo,84,3,2,2,895200
São Paulo,93,3,3,0,1431600
Porto Alegre,58,2,2,2,607600
Campinas,130,3,2,0,286400
São Paulo,35,1,1,1,800000
São Paulo,156,3,2,1,1467400
São Paulo,250,4,3,3,1082000
Belo Horizonte,109,3,2,2,470800
Campinas,40,1,2,1,280600
Belo Horizonte,75,3,2,1,378800
São Paulo,100,3,3,2,1570200
São Paulo,60,2,1,1,369200
Campinas,110,3,3,2,779400
Belo Horizonte,63,3,1,1,255800
São Paulo,550,3,5,8,2795600
São Paulo,112,3,2,2,826200
São Paulo,115,3,2,1,2030100
Belo Horizonte,65,2,1,1,353000
Belo Horizonte,65,3,2,2,239200
Rio de Janeiro,200,4,2,1,1378600
Rio de Janeiro,46,2,1,1,560800
São Paulo,320,4,5,4,1561200
Rio de Janeiro,140,3,2,0,977400
Porto Alegre,87,3,3,2,1101800
Belo Horizonte,78,1,1,1,646800
São Paulo,25,1,1,0,489200
São Paulo,50,2,2,1,692600
Rio de Janeiro,40,1,1,0,521000
Rio de Janeiro,30,1,1,1,101400
Belo Horizonte,65,3,1,1,258000
Porto Alegre,181,3,3,2,805800
Belo Horizonte,503,5,5,4,1301200
São Paulo,50,1,1,0,243800
Rio de Janeiro,180,3,3,1,1800200
São Paulo,180,3,3,2,2038200
Porto Alegre,75,2,1,0,360800
Belo Horizonte,70,3,2,1,282000
Porto Alegre,40,1,1,0,406000
São Paulo,100,3,2,1,424200
São Paulo,22,1,1,1,550800
São Paulo,50,2,2,1,348000
São Paulo,90,3,1,2,1140400
Belo Horizonte,150,3,3,2,744200
São Paulo,20,1,1,0,679800
São Paulo,120,2,1,1,730600
Rio de Janeiro,50,2,2,1,391800
Rio de Janeiro,93,2,2,1,296000
São Paulo,18,1,1,0,348400
Porto Alegre,30,1,1,0,357400
São Paulo,80,2,1,1,448000
Porto Alegre,46,1,1,1,403600
Rio de Janeiro,90,2,2,0,369000
Rio de Janeiro,75,2,2,0,634400
Belo Horizonte,136,4,3,3,1125200
Campinas,30,1,1,0,238600
Rio de Janeiro,58,2,2,1,414400
São Paulo,95,2,2,0,454600
Porto Alegre,39,1,1,0,174600
Belo Horizonte,170,4,3,3,1752200
Campinas,59,2,1,1,294000
Belo Horizonte,46,1,1,1,712400
São Paulo,124,3,1,0,503200
Rio de Janeiro,160,4,3,2,1641000
Belo Horizonte,85,3,1,1,391800
Rio de Janeiro,80,2,1,1,689800
Campinas,50,1,1,1,470400
São Paulo,110,3,3,3,1232600
Belo Horizonte,62,2,1,1,249600
São Paulo,500,4,6,6,1535400
São Paulo,230,3,4,2,1863400
Belo Horizonte,115,3,3,1,486200
Belo Horizonte,285,4,4,2,650000
São Paulo,89,3,3,2,992800
São Paulo,49,2,1,1,300200
Belo Horizonte,500,4,6,4,3136000
São Paulo,35,1,1,1,819800
Porto Alegre,58,2,1,1,339000
Campinas,300,4,5,2,1218200
Porto Alegre,58,1,1,0,209600
São Paulo,800,5,7,6,3455800
São Paulo,60,2,1,1,801800
São Paulo,200,4,4,2,1155200
Campinas,420,4,5,4,1703600
Campinas,165,3,2,0,635000
Belo Horizonte,260,4,3,4,1010800
São Paulo,55,2,1,0,335000
Rio de Janeiro,55,1,1,0,279200
São Paulo,47,2,1,0,324200
São Paulo,38,1,1,0,498000
Rio de Janeiro,60,2,1,0,380000
Belo Horizonte,90,3,2,1,501400
Belo Horizonte,70,2,1,2,388800
Rio de Janeiro,41,1,1,1,1135800
São Paulo,35,1,1,1,819800
São Paulo,70,2,1,1,775200
Campinas,43,1,1,1,295000
Rio de Janeiro,80,1,1,0,840400
Belo Horizonte,251,3,3,4,3324300
São Paulo,185,4,5,4,2214100
São Paulo,520,3,4,2,2127600
São Paulo,30,1,1,0,253000
São Paulo,387,3,5,3,2604300
Rio de Janeiro,65,2,2,1,485000
São Paulo,155,3,3,2,584600
Porto Alegre,90,2,1,0,284400
Porto Alegre,61,2,1,2,516800
São Paulo,60,2,1,0,234000
São Paulo,250,4,4,4,1249200
Belo Horizonte,57,2,1,1,207200
São Paulo,36,1,1,1,517200
Campinas,231,3,5,4,2999500
São Paulo,67,3,1,1,735800
São Paulo,120,1,2,2,1620800
São Paulo,215,3,4,2,1867800
Campinas,100,4,3,1,607200
Rio de Janeiro,50,2,1,1,320800
Porto Alegre,40,1,1,1,517200
São Paulo,20,1,1,0,511000
São Paulo,96,2,2,2,1024800
Porto Alegre,42,1,1,0,259800
Porto Alegre,37,1,1,0,405200
Porto Alegre,110,2,2,1,349000
São Paulo,25,1,1,0,252800
São Paulo,96,2,2,2,644200
São Paulo,98,3,2,0,448400
São Paulo,70,2,1,0,306000
Rio de Janeiro,127,1,2,1,1534400
São Paulo,138,3,3,2,819800
Rio de Janeiro,79,2,2,1,516800
São Paulo,45,1,1,0,209200
São Paulo,35,1,1,0,240200
São Paulo,180,3,4,3,2608000
Campinas,220,3,5,3,2083800
Porto Alegre,72,2,2,2,537400
Rio de Janeiro,150,3,3,0,1479000
São Paulo,40,1,1,1,277600
São Paulo,45,2,1,1,433000
Belo Horizonte,100,3,3,1,343800
São Paulo,140,3,2,2,1078800
Porto Alegre,313,3,3,4,1073200
São Paulo,25,1,1,0,594000
Rio de Janeiro,300,5,4,5,875400
Porto Alegre,28,1,1,0,146600
São Paulo,249,4,4,3,1380600
Porto Alegre,112,4,2,1,549600
Porto Alegre,50,2,1,1,243000
São Paulo,80,2,2,2,969600
Belo Horizonte,117,2,1,0,444800
Porto Alegre,85,2,2,1,688200
São Paulo,45,1,1,0,311400
São Paulo,76,3,2,2,864800
Rio de Janeiro,30,1,1,0,339400
Porto Alegre,20,1,1,1,207800
São Paulo,250,2,2,8,1005400
São Paulo,60,2,2,1,681600
Porto Alegre,65,2,2,1,428200
Campinas,55,1,1,1,571800
São Paulo,150,2,1,2,1116600
São Paulo,55,2,1,1,456600
São Paulo,40,1,1,0,132000
Rio de Janeiro,27,1,1,0,491200
Porto Alegre,99,3,3,1,660800
Rio de Janeiro,100,3,2,1,1145000
São Paulo,425,3,4,4,3988300
São Paulo,44,2,1,1,351400
São Paulo,76,1,1,1,287800
São Paulo,100,3,2,1,1627000
Belo Horizonte,380,4,5,4,1899400
São Paulo,292,4,3,3,3006500
São Paulo,350,5,3,6,1368000
São Paulo,420,4,5,0,1607600
Rio de Janeiro,100,2,1,1,1353000
Belo Horizonte,80,2,1,0,248200
Porto Alegre,61,2,1,1,397000
Campinas,48,2,1,0,195400
Campinas,100,3,2,8,422600
São Paulo,50,2,1,1,735200
São Paulo,141,4,3,1,1225000
São Paulo,25,1,1,0,160600
São Paulo,60,1,1,0,162600
Porto Alegre,75,2,1,0,238200
São Paulo,45,2,1,1,399800
Porto Alegre,74,2,2,0,668000
São Paulo,38,1,1,0,204600
Porto Alegre,47,1,1,1,526600
São Paulo,63,2,3,1,596200
Porto Alegre,33,1,1,0,244400
São Paulo,40,1,1,0,777600
Belo Horizonte,180,3,3,2,667600
São Paulo,56,2,2,1,440600
São Paulo,250,4,2,8,2747700
Belo Horizonte,400,4,3,3,1545600
Belo Horizonte,120,4,3,2,658800
Rio de Janeiro,200,4,3,1,1964400
São Paulo,200,3,3,2,2431900
São Paulo,63,2,2,1,556400
São Paulo,54,1,1,1,1071600
São Paulo,80,3,2,3,589200
Rio de Janeiro,110,3,1,1,813800
São Paulo,88,2,3,2,1571800
Belo Horizonte,90,3,2,1,384200
São Paulo,291,4,3,2,1700600
Porto Alegre,48,2,1,1,372200
Campinas,70,2,1,2,590600
São Paulo,193,4,4,4,2346200
São Paulo,170,4,4,3,1258600
São Paulo,30,1,1,0,243800
São Paulo,86,1,2,1,1751600
Campinas,50,1,1,1,227000
Rio de Janeiro,40,1,1,0,282000
São Paulo,72,2,2,1,726000
São Paulo,47,1,1,0,237800
Rio de Janeiro,60,2,1,1,364200
Rio de Janeiro,55,1,1,0,664800
Belo Horizonte,462,4,6,0,1981200
Belo Horizonte,280,4,4,3,1609000
São Paulo,230,6,4,8,2030100
Belo Horizonte,100,3,2,3,688800
São Paulo,69,2,1,1,449800
São Paulo,50,2,1,1,888800
São Paulo,71,3,2,2,588000
São Paulo,163,3,4,3,1352200
Rio de Janeiro,450,4,5,3,2204200
Porto Alegre,29,1,1,0,264800
Rio de Janeiro,70,2,2,0,648600
São Paulo,40,1,1,0,216800
Porto Alegre,22,1,1,0,202400
São Paulo,299,4,5,4,2115900
São Paulo,73,3,2,2,658800
São Paulo,440,6,7,0,1672000
São Paulo,330,4,5,5,2210000
Porto Alegre,600,3,4,4,709000
Rio de Janeiro,195,3,3,0,2360400
São Paulo,62,3,2,1,530200
São Paulo,230,3,6,5,2978100
São Paulo,64,2,1,1,305800
Campinas,60,2,1,1,382800
Rio de Janeiro,76,2,2,2,963800
São Paulo,230,3,3,1,1608600
São Paulo,200,2,2,1,485400
Rio de Janeiro,25,1,1,0,372800
São Paulo,90,2,1,1,817800
Belo Horizonte,100,3,3,2,909000
São Paulo,382,4,4,4,1228200
São Paulo,68,3,1,1,379800
Belo Horizonte,120,4,2,0,378000
São Paulo,85,2,1,1,404200
São Paulo,108,3,2,2,842400
Rio de Janeiro,100,3,2,0,889400
São Paulo,42,1,1,0,428400
Porto Alegre,336,3,4,3,3036300
Belo Horizonte,200,4,3,2,2690000
Belo Horizonte,50,2,1,0,164400
São Paulo,30,1,1,0,399000
São Paulo,35,1,1,1,481800
Rio de Janeiro,100,2,2,0,971000
São Paulo,112,1,2,2,1699200
São Paulo,40,1,1,1,614600
São Paulo,58,2,1,1,620400
São Paulo,250,3,4,4,1536200
Porto Alegre,62,2,1,0,277800
São Paulo,65,2,2,0,547800
Belo Horizonte,120,4,3,2,658800
São Paulo,22,1,1,0,471000
Rio de Janeiro,35,1,1,0,317200
São Paulo,102,3,2,1,824200
São Paulo,500,4,5,6,1709200
São Paulo,20,1,1,0,511000
São Paulo,79,3,2,2,829400
São Paulo,23,1,1,0,523800
São Paulo,360,3,5,3,2881800
Campinas,470,4,4,0,1033800
Rio de Janeiro,70,2,1,1,369400
São Paulo,450,5,5,6,2197800
São Paulo,73,1,2,2,909000
São Paulo,204,4,5,3,2083900
São Paulo,400,9,4,4,2556100
Belo Horizonte,115,2,2,1,377400
São Paulo,111,3,4,2,946200
Campinas,120,4,3,8,1013600
São Paulo,65,2,2,1,607200
São Paulo,39,1,1,1,795400
Porto Alegre,70,2,1,0,356000
São Paulo,35,1,1,0,364000
São Paulo,60,2,3,2,372600
Campinas,50,2,1,1,233800
São Paulo,221,3,5,4,2637500
São Paulo,130,2,2,1,1111000
São Paulo,310,4,3,3,2320200
São Paulo,33,1,1,0,374000
Belo Horizonte,45,1,1,0,187800
Campinas,45,1,1,1,283600
São Paulo,105,2,1,2,683000
Belo Horizonte,280,4,2,3,1163600
São Paulo,50,1,1,1,864800
Rio de Janeiro,30,1,1,0,413400
São Paulo,50,2,1,1,403800
Porto Alegre,70,2,1,1,565200
Belo Horizonte,30,1,1,0,304000
São Paulo,132,4,4,3,1008600
Rio de Janeiro,250,2,3,2,780600
São Paulo,147,4,2,2,452000
Belo Horizonte,159,3,3,3,1869000
São Paulo,230,3,3,4,1258200
Campinas,75,3,2,2,404800
Rio de Janeiro,250,7,3,0,3045900
São Paulo,620,4,5,5,5662400
São Paulo,118,3,2,4,692600
Porto Alegre,440,3,3,3,2167800
Porto Alegre,55,2,1,0,342600
São Paulo,482,4,4,4,2113800
São Paulo,550,5,6,0,3332100
São Paulo,55,2,1,1,795400
Rio de Janeiro,140,4,2,1,1142600
Rio de Janeiro,28,1,1,0,502600
Porto Alegre,103,3,1,3,582000
São Paulo,53,2,1,1,339600
São Paulo,300,4,7,4,2866000
São Paulo,190,4,4,3,1778000
São Paulo,99,2,1,1,787000
São Paulo,84,3,2,2,565800
São Paulo,161,4,3,3,789200
São Paulo,53,2,1,1,333000
Rio de Janeiro,16,1,1,0,377600
São Paulo,36,1,1,1,717600
Rio de Janeiro,50,1,1,1,653600
Porto Alegre,70,3,1,1,430400
São Paulo,105,3,2,2,592800
São Paulo,30,1,1,0,390400
São Paulo,216,4,4,3,2545700
Belo Horizonte,50,3,1,1,295400
São Paulo,250,3,4,2,1906200
São Paulo,230,3,3,2,565400
São Paulo,157,3,2,0,1246000
Porto Alegre,150,3,3,0,1248000
São Paulo,110,3,2,0,542400
São Paulo,193,4,3,3,3432400
São Paulo,114,2,2,2,1252400
Porto Alegre,92,2,2,1,569600
São Paulo,75,3,3,0,670800
São Paulo,270,2,2,3,290400
Campinas,80,2,2,1,584000
Porto Alegre,90,4,2,1,557200
Rio de Janeiro,130,3,3,1,712200
São Paulo,40,1,1,0,186400
São Paulo,60,2,2,1,565400
Porto Alegre,64,1,1,1,464400
Rio de Janeiro,80,2,1,1,2185900
São Paulo,45,1,1,1,243200
São Paulo,60,2,2,1,920200
São Paulo,277,3,2,1,2166200
São Paulo,57,1,1,0,1278800
São Paulo,23,1,1,1,572200
São Paulo,73,3,2,2,683600
São Paulo,36,1,1,0,520600
Belo Horizonte,88,2,3,2,376000
São Paulo,197,4,3,1,1198000
Belo Horizonte,175,3,2,2,735600
São Paulo,400,4,4,4,2988000
São Paulo,260,3,4,3,1088000
Rio de Janeiro,80,2,1,0,313000
São Paulo,190,3,3,4,913800
Rio de Janeiro,65,1,1,0,440800
São Paulo,50,1,1,0,260600
São Paulo,136,3,3,2,2206000
São Paulo,96,3,3,2,537600
Belo Horizonte,155,4,1,2,838800
São Paulo,384,5,5,3,2668200
Rio de Janeiro,144,3,2,0,1535200
São Paulo,135,3,3,2,3170000
São Paulo,25,1,1,0,220000
Rio de Janeiro,55,2,1,0,632200
São Paulo,250,3,3,2,1504600
São Paulo,66,2,1,1,600400
Belo Horizonte,240,4,4,6,3597500
São Paulo,176,4,5,0,2352300
Rio de Janeiro,88,3,2,1,1074400
Rio de Janeiro,70,2,1,1,672800
São Paulo,127,2,2,3,554600
São Paulo,201,3,5,3,2694200
Campinas,60,2,1,1,789600
São Paulo,42,1,1,1,757600
Porto Alegre,65,2,1,1,315600
Belo Horizonte,20,1,1,1,223000
Rio de Janeiro,118,3,2,0,881000
São Paulo,98,3,5,1,1266000
São Paulo,505,3,5,0,3209900
Rio de Janeiro,110,3,1,2,1356400
Porto Alegre,75,2,2,1,556400
São Paulo,50,1,1,0,152400
Porto Alegre,93,2,1,0,308600
São Paulo,230,4,6,4,1709400
Belo Horizonte,300,4,3,3,1532200
Belo Horizonte,80,3,2,2,368000
São Paulo,144,4,4,4,1506000
São Paulo,299,3,3,3,994400
São Paulo,168,4,3,3,3220200
Rio de Janeiro,120,3,2,0,585400
São Paulo,135,3,2,1,624800
Rio de Janeiro,39,1,1,0,278600
São Paulo,211,2,2,2,1064200
Porto Alegre,160,2,3,2,1238600
São Paulo,60,2,1,1,389400
Campinas,45,1,1,1,500000
São Paulo,120,3,3,2,663800
Campinas,136,4,5,3,1019200
São Paulo,140,2,2,2,1063000
São Paulo,380,4,5,4,1964200
São Paulo,62,2,1,1,566000
São Paulo,35,1,1,1,780000
São Paulo,100,4,3,0,1114000
Campinas,60,1,1,1,270000
Rio de Janeiro,95,2,1,0,437200
São Paulo,25,1,1,0,250200
Belo Horizonte,255,3,2,4,619200
Campinas,180,3,3,3,2114400
São Paulo,59,2,1,1,402000
São Paulo,420,3,3,4,4626200
São Paulo,125,3,3,3,1661000
São Paulo,80,2,1,0,406400
Campinas,37,1,1,0,226800
São Paulo,110,3,3,2,761200
São Paulo,150,4,2,2,682800
Rio de Janeiro,31,1,1,0,490600
Belo Horizonte,100,3,2,1,474000
São Paulo,100,2,2,0,381400
Rio de Janeiro,56,2,2,0,645400
Belo Horizonte,75,3,1,1,271000
São Paulo,166,2,1,5,486800
Porto Alegre,129,3,3,0,1176200
São Paulo,80,3,1,0,1218200
São Paulo,204,3,2,2,2280300
São Paulo,303,3,3,4,3552100
São Paulo,221,4,4,4,3402300
Porto Alegre,75,3,1,0,303600
Campinas,44,1,1,0,193400
São Paulo,50,2,1,1,358800
São Paulo,95,3,3,2,842200
Porto Alegre,75,2,1,0,293400
São Paulo,48,1,1,1,552600
Belo Horizonte,114,3,2,2,927800
Campinas,75,2,2,2,580800
São Paulo,220,3,3,2,1669400
São Paulo,100,4,3,2,785600
Rio de Janeiro,380,3,4,3,4138400
Rio de Janeiro,50,1,1,0,841800
Belo Horizonte,50,2,1,0,213600
Rio de Janeiro,80,2,1,1,748000
Belo Horizonte,45,1,1,1,668000
São Paulo,250,3,3,2,3499600
São Paulo,44,1,1,1,759800
São Paulo,50,2,1,1,1076600
São Paulo,156,3,4,2,765200
São Paulo,42,1,1,1,639000
Campinas,570,4,6,5,2599800
Campinas,67,2,1,0,187000
São Paulo,264,4,4,6,1422200
São Paulo,350,3,4,4,1209400
São Paulo,54,2,2,1,796400
Rio de Janeiro,400,2,2,1,607200
Belo Horizonte,420,4,3,8,1284800
Belo Horizonte,50,1,1,0,158000
São Paulo,93,2,1,1,528800
São Paulo,350,4,4,2,2130100
São Paulo,135,3,3,2,806400
São Paulo,32,1,1,0,273200
Rio de Janeiro,52,1,1,1,624400
São Paulo,250,3,4,2,2722100
São Paulo,60,1,2,2,747800
Campinas,109,3,1,1,442800
São Paulo,200,3,3,1,1585200
São Paulo,38,1,1,1,546200
Porto Alegre,30,1,1,1,270000
São Paulo,215,3,4,4,3343800
São Paulo,340,4,6,4,3477900
Rio de Janeiro,30,1,1,0,687600
São Paulo,850,4,4,8,3603500
São Paulo,90,3,2,1,573400
