idade,classe_trabalho,escolaridade,anos_estudo,Estado_civil,raça,sexo,UF,regiao
38,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,GO,Centro-Oeste
60,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Feminino,DF,Centro-Oeste
29,Autônomo,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,RO,Norte
66,Aposentado,Ensino Médio Completo,10,Viúvo,Negro,Feminino,AC,Norte
28,Funcionário Público,Ensino Fundamental Completo,6,Casado,Indígena,Feminino,AM,Norte
36,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,R,Norte
57,,Ensino Médio Incompleto,9,Casado,Amarelo,Masculino,PA,Norte
24,Funcionário Setor Privado,Ensino Médio Completo,12,Solteiro,Branco,Masculino,AP,Norte
43,Funcionário Setor Privado,Ensino Médio Completo,12,Solteiro,Branco,Feminino,TO,Norte
29,MEI,Mestrado,15,Casado,Branco,Masculino,MA,Nordeste
67,Aposentado,Mestrado,15,Casado,Branco,Masculino,PI,Nordeste
20,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,CE,Nordeste
21,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Pardo,Masculino,RN,Nordeste
20,Funcionário Setor Privado,Ensino Fundamental Completo,6,Solteiro,Branco,Masculino,PB,Nordeste
42,Funcionário Setor Privado,Ensino Médio Completo,12,Casado,Branco,Masculino,PE,Nordeste
20,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Feminino,AL,Nordeste
19,Empresário,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,SE,Nordeste
34,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,BA,Nordeste
40,Empresário,Ensino Médio Completo,13,Solteiro,Branco,Feminino,MG,Sudeste
33,Funcionário Setor Privado,Ensino Médio Completo,10,Separado,Negro,Feminino,ES,Sudeste
36,Funcionário Setor Privado,Ensino Médio Completo,10,Divorciado,Branco,Feminino,RJ,Sudeste
43,Funcionário Setor Privado,Ensino Médio Completo,12,Divorciado,Branco,Masculino,SP,Sudeste
41,Empresário,Ensino Médio Incompleto,9,Separado,Negro,Feminino,PR,Sul
34,Servidor Público,Ensino Médio Incompleto,9,Casado,Branco,Masculino,SC,Sul
33,Funcionário Setor Privado,Ensino Médio Completo,12,Casado,Amarelo,Masculino,RS,Sul
47,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,MS,Centro-Oeste
41,Funcionário Setor Privado,Ensino Fundamental Incompleto,2,Casado,Branco,Masculino,MT,Centro-Oeste
40,Funcionário Setor Privado,Ensino Médio Incompleto,9,União Estável,Branco,Masculino,GO,Centro-Oeste
28,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Negro,Masculino,DF,Centro-Oeste
62,Autônomo,Ensino Médio Incompleto,9,Casado,Branco,Masculino,RO,Norte
29,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Feminino,AC,Norte
46,Funcionário Setor Privado,Ensino Médio Completo,10,Divorciado,Branco,Feminino,AM,Norte
28,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,R,Norte
57,Funcionário Público,Ensino Médio Incompleto,9,Divorciado,Branco,Feminino,PA,Norte
22,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Feminino,AP,Norte
28,Empresário,Ensino Médio Completo,12,Solteiro,Branco,Feminino,TO,Norte
24,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Feminino,MA,Nordeste
54,Autônomo,Ensino Médio Completo,13,Divorciado,Branco,Masculino,PI,Nordeste
22,Funcionário Setor Privado,Ensino Médio Incompleto,7,Separado,Branco,Masculino,CE,Nordeste
36,Servidor Público,Ensino Médio Completo,13,Solteiro,Negro,Feminino,RN,Nordeste
50,Funcionário Setor Privado,Ensino Médio Completo,10,Divorciado,Branco,Feminino,PB,Nordeste
18,Funcionário Setor Privado,Ensino Médio Incompleto,7,Solteiro,Branco,Masculino,PE,Nordeste
52,Servidor Público,Ensino Médio Completo,12,Casado,Branco,Masculino,AL,Nordeste
41,Funcionário Setor Privado,Ensino Fundamental Incompleto,4,Casado,Branco,Masculino,SE,Nordeste
21,,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,BA,Nordeste
36,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Feminino,MG,Sudeste
34,Autônomo,Ensino Médio Completo,13,Solteiro,Branco,Feminino,ES,Sudeste
21,Funcionário Setor Privado,Ensino Médio Completo,11,Solteiro,Branco,Masculino,RJ,Sudeste
46,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,SP,Sudeste
57,,Ensino Médio Completo,10,Casado,Branco,Masculino,PR,Sul
61,Empresário,Mestrado,14,Solteiro,Branco,Feminino,SC,Sul
22,Servidor Público,Ensino Médio Completo,10,Solteiro,Branco,Masculino,RS,Sul
33,,Ensino Médio Incompleto,7,Divorciado,Branco,Masculino,MS,Centro-Oeste
36,Servidor Público,Mestrado,15,Casado,Branco,Feminino,MT,Centro-Oeste
43,Empresário,Mestrado,14,Divorciado,Branco,Feminino,GO,Centro-Oeste
25,Funcionário Setor Privado,Ensino Médio Completo,12,Casado,Pardo,Feminino,DF,Centro-Oeste
17,Menor Aprendiz,Ensino Fundamental Completo,6,Solteiro,Branco,Masculino,RO,Norte
45,Funcionário Setor Privado,Ensino Médio Completo,11,Casado,Branco,Masculino,AC,Norte
30,Funcionário Setor Privado,Mestrado,15,Solteiro,Branco,Masculino,AM,Norte
40,Funcionário Setor Privado,Mestrado,14,Solteiro,Branco,Masculino,R,Norte
31,Empresário,Mestrado,14,Solteiro,Branco,Masculino,PA,Norte
42,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,AP,Norte
53,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,TO,Norte
37,Funcionário Setor Privado,Ensino Fundamental Incompleto,2,Casado,Branco,Masculino,MA,Nordeste
37,Servidor Público,Ensino Médio Incompleto,9,União Estável,Branco,Feminino,PI,Nordeste
54,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Feminino,CE,Nordeste
36,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Feminino,RN,Nordeste
46,Funcionário Setor Privado,Ensino Médio Completo,10,Divorciado,Branco,Feminino,PB,Nordeste
46,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,PE,Nordeste
32,Funcionário Setor Privado,Ensino Fundamental Completo,5,Casado,Branco,Masculino,AL,Nordeste
17,Menor Aprendiz,Ensino Médio Incompleto,7,Solteiro,Branco,Masculino,SE,Nordeste
42,Servidor Público,Ensino Médio Completo,13,Divorciado,Negro,Masculino,BA,Nordeste
37,Empresário,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,MG,Sudeste
29,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,ES,Sudeste
54,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,RJ,Sudeste
38,Funcionário Setor Privado,Ensino Médio Incompleto,8,Casado,Branco,Masculino,SP,Sudeste
46,Empresário,Ensino Médio Incompleto,9,Casado,Branco,Masculino,PR,Sul
24,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,SC,Sul
57,Funcionário Setor Privado,Ensino Fundamental Incompleto,2,Casado,Branco,Masculino,RS,Sul
59,Funcionário Setor Privado,Ensino Fundamental Incompleto,2,Casado,Branco,Masculino,MS,Centro-Oeste
33,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,MT,Centro-Oeste
35,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Negro,Feminino,GO,Centro-Oeste
53,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,DF,Centro-Oeste
26,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,RO,Norte
55,Autônomo,Mestrado,14,Casado,Branco,Masculino,AC,Norte
46,Funcionário Setor Privado,Ensino Médio Incompleto,9,Separado,Negro,Feminino,AM,Norte
44,Servidor Público,Ensino Médio Completo,13,Casado,Indígena,Masculino,R,Norte
30,Autônomo,Ensino Médio Completo,11,Casado,Branco,Masculino,PA,Norte
24,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,AP,Norte
32,Funcionário Setor Privado,Ensino Fundamental Completo,6,União Estável,Negro,Feminino,TO,Norte
35,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Feminino,MA,Nordeste
67,Aposentado,Mestrado,14,Casado,Branco,Masculino,PI,Nordeste
56,Autônomo,Ensino Médio Completo,13,Casado,Branco,Masculino,CE,Nordeste
26,Funcionário Setor Privado,Mestrado,14,Solteiro,Pardo,Masculino,RN,Nordeste
46,Funcionário Setor Privado,Ensino Médio Completo,12,Viúvo,Branco,Feminino,PB,Nordeste
52,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,PE,Nordeste
38,Autônomo,Ensino Médio Completo,10,Divorciado,Branco,Masculino,AL,Nordeste
31,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Negro,Masculino,SE,Nordeste
53,Funcionário Setor Privado,Ensino Médio Incompleto,9,Separado,Branco,Masculino,BA,Nordeste
27,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Negro,Masculino,MG,Sudeste
39,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Feminino,ES,Sudeste
22,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,RJ,Sudeste
37,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,SP,Sudeste
20,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,PR,Sul
60,Empresário,Ensino Médio Incompleto,9,Casado,Branco,Masculino,SC,Sul
51,Funcionário Setor Privado,Ensino Médio Completo,11,Divorciado,Negro,Feminino,RS,Sul
57,Funcionário Público,Mestrado,15,Divorciado,Branco,Feminino,MS,Centro-Oeste
59,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,MT,Centro-Oeste
37,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,GO,Centro-Oeste
35,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Feminino,DF,Centro-Oeste
43,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,RO,Norte
17,Menor Aprendiz,Ensino Médio Incompleto,8,Solteiro,Branco,Masculino,AC,Norte
45,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,AM,Norte
18,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,R,Norte
52,Funcionário Setor Privado,Ensino Médio Incompleto,8,Separado,Branco,Feminino,PA,Norte
18,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,AP,Norte
20,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Negro,Masculino,TO,Norte
34,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,MA,Nordeste
19,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Negro,Feminino,PI,Nordeste
18,,Ensino Médio Incompleto,8,Solteiro,Branco,Feminino,CE,Nordeste
17,Menor Aprendiz,Ensino Fundamental Completo,5,Solteiro,Branco,Masculino,RN,Nordeste
30,Funcionário Público,Ensino Médio Completo,13,Solteiro,Branco,Feminino,PB,Nordeste
29,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Feminino,PE,Nordeste
30,Funcionário Setor Privado,Ensino Médio Completo,10,Divorciado,Branco,Masculino,AL,Nordeste
18,Funcionário Setor Privado,Ensino Fundamental Completo,5,Solteiro,Branco,Masculino,SE,Nordeste
50,Servidor Público,Ensino Médio Completo,13,Divorciado,Negro,Feminino,BA,Nordeste
22,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,MG,Sudeste
21,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,ES,Sudeste
39,Autônomo,Ensino Fundamental Completo,5,Casado,Branco,Masculino,RJ,Sudeste
20,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Feminino,SP,Sudeste
62,Funcionário Setor Privado,Ensino Médio Completo,12,Viúvo,Branco,Feminino,PR,Sul
32,Funcionário Setor Privado,Ensino Médio Completo,10,Divorciado,Branco,Feminino,SC,Sul
38,Funcionário Setor Privado,Ensino Médio Completo,12,Casado,Branco,Masculino,RS,Sul
32,Funcionário Setor Privado,Ensino Médio Completo,10,Separado,Negro,Feminino,MS,Centro-Oeste
55,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Feminino,MT,Centro-Oeste
38,Funcionário Setor Privado,Mestrado,14,Casado,Branco,Masculino,GO,Centro-Oeste
34,Funcionário Setor Privado,Ensino Médio Incompleto,7,Solteiro,Branco,Masculino,DF,Centro-Oeste
28,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,RO,Norte
26,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Feminino,AC,Norte
41,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,AM,Norte
61,Servidor Público,Doutorado,16,Casado,Branco,Masculino,R,Norte
75,Aposentado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,PA,Norte
21,Funcionário Setor Privado,Ensino Médio Completo,11,Casado,Branco,Feminino,AP,Norte
50,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,TO,Norte
49,MEI,Ensino Médio Completo,10,Casado,Branco,Masculino,MA,Nordeste
26,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,PI,Nordeste
39,Funcionário Setor Privado,Ensino Fundamental Incompleto,4,Solteiro,Branco,Masculino,CE,Nordeste
24,Autônomo,Ensino Médio Completo,10,Solteiro,Pardo,Masculino,RN,Nordeste
56,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,PB,Nordeste
17,Menor Aprendiz,Ensino Médio Incompleto,7,Solteiro,Negro,Masculino,PE,Nordeste
37,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,AL,Nordeste
23,Funcionário Setor Privado,Ensino Médio Completo,11,Casado,Branco,Feminino,SE,Nordeste
28,,Ensino Médio Incompleto,9,Solteiro,Negro,Feminino,BA,Nordeste
57,Autônomo,Ensino Médio Incompleto,9,Casado,Branco,Masculino,MG,Sudeste
42,Empresário,Ensino Médio Completo,13,Casado,Branco,Masculino,ES,Sudeste
25,Funcionário Setor Privado,Ensino Médio Completo,13,Divorciado,Branco,Feminino,RJ,Sudeste
22,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Masculino,SP,Sudeste
39,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Negro,Masculino,PR,Sul
54,Funcionário Setor Privado,Ensino Médio Incompleto,7,Casado,Negro,Feminino,SC,Sul
41,MEI,Ensino Médio Completo,13,Divorciado,Branco,Masculino,RS,Sul
43,Funcionário Público,Ensino Médio Incompleto,9,Casado,Indígena,Masculino,MS,Centro-Oeste
19,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,MT,Centro-Oeste
35,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,GO,Centro-Oeste
34,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,DF,Centro-Oeste
19,Funcionário Setor Privado,Ensino Médio Incompleto,9,Separado,Branco,Feminino,RO,Norte
33,Funcionário Setor Privado,Ensino Médio Completo,10,Divorciado,Branco,Feminino,AC,Norte
33,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,AM,Norte
49,Funcionário Setor Privado,Mestrado,14,Casado,Branco,Masculino,R,Norte
31,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Feminino,PA,Norte
69,Aposentado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,AP,Norte
41,Funcionário Setor Privado,Ensino Médio Completo,11,Casado,Branco,Masculino,TO,Norte
24,Funcionário Setor Privado,Ensino Médio Incompleto,9,Separado,Amarelo,Feminino,MA,Nordeste
45,Servidor Público,Ensino Médio Incompleto,9,Divorciado,Branco,Feminino,PI,Nordeste
63,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,CE,Nordeste
75,Aposentado,Ensino Médio Completo,10,Casado,Branco,Masculino,RN,Nordeste
34,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Negro,Masculino,PB,Nordeste
69,Aposentado,Ensino Médio Completo,13,Casado,Negro,Masculino,PE,Nordeste
33,Funcionário Setor Privado,Mestrado,14,Solteiro,Branco,Feminino,AL,Nordeste
44,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,SE,Nordeste
45,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,BA,Nordeste
18,Funcionário Setor Privado,Ensino Médio Incompleto,7,Solteiro,Branco,Feminino,MG,Sudeste
48,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Feminino,ES,Sudeste
43,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,RJ,Sudeste
26,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Negro,Masculino,SP,Sudeste
35,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,PR,Sul
34,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Negro,Feminino,SC,Sul
48,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,RS,Sul
54,Empresário,Ensino Médio Incompleto,9,Viúvo,Negro,Feminino,MS,Centro-Oeste
57,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,MT,Centro-Oeste
21,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,GO,Centro-Oeste
28,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Indígena,Masculino,DF,Centro-Oeste
51,Funcionário Setor Privado,Ensino Médio Completo,11,Casado,Branco,Masculino,RO,Norte
34,Empresário,Ensino Médio Incompleto,9,Casado,Branco,Masculino,AC,Norte
41,Empresário,Ensino Médio Completo,10,Casado,Branco,Masculino,AM,Norte
21,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Feminino,R,Norte
26,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,PA,Norte
66,Aposentado,Ensino Médio Incompleto,9,Solteiro,Pardo,Feminino,AP,Norte
40,Funcionário Setor Privado,Doutorado,16,Casado,Pardo,Masculino,TO,Norte
48,Funcionário Setor Privado,Ensino Médio Completo,12,Divorciado,Branco,Feminino,MA,Nordeste
44,,Ensino Médio Completo,13,Divorciado,Branco,Masculino,PI,Nordeste
41,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,CE,Nordeste
41,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,RN,Nordeste
55,Empresário,Ensino Médio Completo,12,Casado,Pardo,Masculino,PB,Nordeste
43,Funcionário Setor Privado,Ensino Médio Completo,13,Divorciado,Branco,Masculino,PE,Nordeste
51,Funcionário Setor Privado,Ensino Médio Completo,11,Casado,Branco,Masculino,AL,Nordeste
31,Funcionário Setor Privado,Ensino Médio Incompleto,7,Casado,Branco,Masculino,SE,Nordeste
30,Autônomo,Ensino Médio Completo,13,União Estável,Branco,Masculino,BA,Nordeste
51,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Feminino,MG,Sudeste
31,Empresário,Ensino Médio Incompleto,9,Divorciado,Indígena,Masculino,ES,Sudeste
18,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,RJ,Sudeste
60,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Feminino,SP,Sudeste
29,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Pardo,Feminino,PR,Sul
33,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,SC,Sul
34,Funcionário Setor Privado,Ensino Fundamental Incompleto,3,Casado,Branco,Masculino,RS,Sul
40,MEI,Mestrado,14,Solteiro,Branco,Masculino,MS,Centro-Oeste
57,Funcionário Setor Privado,Ensino Médio Completo,10,Divorciado,Branco,Feminino,MT,Centro-Oeste
55,Empresário,Ensino Médio Completo,13,Casado,Branco,Feminino,GO,Centro-Oeste
40,Autônomo,Ensino Médio Completo,12,Casado,Branco,Masculino,DF,Centro-Oeste
26,Servidor Público,Ensino Médio Completo,13,Solteiro,Branco,Feminino,RO,Norte
29,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Indígena,Masculino,AC,Norte
30,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Feminino,AM,Norte
29,Funcionário Setor Privado,Mestrado,14,Solteiro,Branco,Masculino,R,Norte
43,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,PA,Norte
65,Funcionário Setor Privado,Ensino Médio Incompleto,7,Viúvo,Branco,Feminino,AP,Norte
19,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Pardo,Masculino,TO,Norte
35,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Pardo,Masculino,MA,Nordeste
28,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,PI,Nordeste
34,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,CE,Nordeste
61,Funcionário Setor Privado,Ensino Médio Completo,11,Casado,Branco,Masculino,RN,Nordeste
63,Empresário,Ensino Médio Incompleto,9,Casado,Branco,Feminino,PB,Nordeste
